Schedule = guided | Threads = 16 | Chunk = 1
Elapsed time = 2.145658e-02 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.494581e-02 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 1.400064e-02 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.157584e-02 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 9.106585e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 1.941938e-02 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.135322e-02 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 1.563449e-02 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 9.335577e-03 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 1.426636e-02 seconds | threads=16 | OMP_SCHEDULE=guided,1
