Schedule = guided | Threads = 32 | Chunk = 1000
Elapsed time = 1.514662e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.254248e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.614441e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.227435e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.109224e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.077155e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.076135e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.676873e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.362022e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.366650e-02 seconds | threads=32 | OMP_SCHEDULE=guided,1000
