Schedule = guided | Threads = 64 | Chunk = 100
Elapsed time = 3.710248e-01 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.570502e-01 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 3.029138e-01 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 7.349132e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 7.539695e-01 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.717347e-01 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.763800e-01 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.376320e-01 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 7.212726e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 7.797739e-02 seconds | threads=64 | OMP_SCHEDULE=guided,100
