Schedule = guided | Threads = 1 | Chunk = 1
Elapsed time = 1.377290e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 1.056319e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 1.832175e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 1.036028e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 1.047853e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 1.275121e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 1.300557e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 1.194336e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 1.043017e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 1.117085e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
