Schedule = guided | Threads = 4 | Chunk = 1
Elapsed time = 2.189063e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.408401e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.428725e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.239929e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.417058e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.355971e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.521224e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.733265e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.161953e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 2.125592e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
