Schedule = guided | Threads = 4 | Chunk = 1
Elapsed time = 1.465297e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 9.960796e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 1.600543e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 1.452438e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 1.583277e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 5.372744e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 1.579842e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 1.284331e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 6.682697e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 6.415678e-03 seconds | threads=4 | OMP_SCHEDULE=guided,1
