Schedule = guided | Threads = 16 | Chunk = 1
Elapsed time = 2.025001e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 4.591695e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 7.740558e-02 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 8.552404e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.786960e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 2.350617e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 4.958430e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 8.913164e-02 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 7.310941e-02 seconds | threads=16 | OMP_SCHEDULE=guided,1
Elapsed time = 3.406053e-01 seconds | threads=16 | OMP_SCHEDULE=guided,1
