Schedule = guided | Threads = 64 | Chunk = 1000
Elapsed time = 2.076979e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.244710e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.009658e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.282967e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.210980e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.080278e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.678929e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.016334e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.652284e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.096510e-02 seconds | threads=64 | OMP_SCHEDULE=guided,1000
