Schedule = guided | Threads = 32 | Chunk = 100
Elapsed time = 2.095772e-02 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.483698e-02 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.078292e-02 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.398561e-02 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.398390e-02 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.816842e-02 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.877002e-02 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.908976e-02 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.459547e-02 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 2.323810e-02 seconds | threads=32 | OMP_SCHEDULE=guided,100
