Schedule = guided | Threads = 8 | Chunk = 100
Elapsed time = 2.984030e+00 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 1.972399e+00 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 1.230975e+00 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 3.581545e+00 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 2.491720e+00 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 3.205976e+00 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 3.616377e+00 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 1.750019e+00 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 3.309473e+00 seconds | threads=8 | OMP_SCHEDULE=guided,100
Elapsed time = 3.499206e+00 seconds | threads=8 | OMP_SCHEDULE=guided,100
