Schedule = guided | Threads = 1 | Chunk = 1
Elapsed time = 3.300573e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 4.464801e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 4.448353e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 3.712937e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 3.248809e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 3.730312e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 2.850011e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 2.878088e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 3.167253e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
Elapsed time = 2.773679e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1
