Schedule = guided | Threads = 64 | Chunk = 100
Elapsed time = 1.936601e+00 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 2.056395e+00 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.904799e+00 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 9.851706e-01 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 2.254130e+00 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 2.012922e+00 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.999494e+00 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.807468e+00 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.919560e+00 seconds | threads=64 | OMP_SCHEDULE=guided,100
Elapsed time = 1.958399e+00 seconds | threads=64 | OMP_SCHEDULE=guided,100
