Schedule = guided | Threads = 4 | Chunk = 100
Elapsed time = 9.503389e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 4.658642e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 8.285276e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 9.905564e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 4.373871e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 1.536012e+00 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 6.022520e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 1.024051e+00 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 2.987808e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 5.911879e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
