Schedule = guided | Threads = 4 | Chunk = 1000
Elapsed time = 2.398356e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.374543e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.525602e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.739374e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.398800e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.023847e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.537978e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.134659e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.122782e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.551819e-02 seconds | threads=4 | OMP_SCHEDULE=guided,1000
