Schedule = guided | Threads = 8 | Chunk = 1000
Elapsed time = 7.299360e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 5.736066e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.212279e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 8.448962e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 7.264309e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.392400e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 8.925439e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.737614e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 5.568925e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.879406e-01 seconds | threads=8 | OMP_SCHEDULE=guided,1000
