Schedule = guided | Threads = 4 | Chunk = 1
Elapsed time = 3.341377e+00 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 3.288373e+00 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 3.283563e+00 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 3.477740e+00 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 3.291264e+00 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 3.455163e+00 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 3.356979e+00 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 3.287010e+00 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 3.440743e+00 seconds | threads=4 | OMP_SCHEDULE=guided,1
Elapsed time = 3.529916e+00 seconds | threads=4 | OMP_SCHEDULE=guided,1
