Schedule = guided | Threads = 32 | Chunk = 100
Elapsed time = 2.519162e+00 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.278332e+00 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 2.007524e+00 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.936674e+00 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.001082e+00 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 2.016734e+00 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.923779e+00 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 2.008589e+00 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.763899e+00 seconds | threads=32 | OMP_SCHEDULE=guided,100
Elapsed time = 1.302640e+00 seconds | threads=32 | OMP_SCHEDULE=guided,100
