Schedule = guided | Threads = 4 | Chunk = 100
Elapsed time = 6.239307e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 8.829439e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 5.424536e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 6.489871e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 6.933584e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 6.792739e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 6.335723e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 8.965812e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 5.960145e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
Elapsed time = 6.781404e-01 seconds | threads=4 | OMP_SCHEDULE=guided,100
