Schedule = guided | Threads = 2 | Chunk = 100
Elapsed time = 8.304740e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 5.558230e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 5.179252e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 5.753110e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 5.113297e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 4.918324e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 5.656935e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 5.662464e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 5.976939e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
Elapsed time = 9.374829e-01 seconds | threads=2 | OMP_SCHEDULE=guided,100
