Schedule = guided | Threads = 1 | Chunk = 1000
Elapsed time = 2.867772e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.844059e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.842621e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.858544e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.912004e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.891941e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.841895e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.832802e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.958883e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.620553e+00 seconds | threads=1 | OMP_SCHEDULE=guided,1000
