Schedule = guided | Threads = 1 | Chunk = 1000
Elapsed time = 2.077697e-02 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.093863e-02 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.147681e-02 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.077496e-02 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.877900e-02 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.107217e-02 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.090106e-02 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.110776e-02 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 4.264922e-02 seconds | threads=1 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.308735e-02 seconds | threads=1 | OMP_SCHEDULE=guided,1000
