Schedule = guided | Threads = 8 | Chunk = 1000
Elapsed time = 3.371913e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.212069e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.517538e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.900339e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.346976e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.186310e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 1.396771e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 2.811572e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.372106e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1000
Elapsed time = 3.100515e+00 seconds | threads=8 | OMP_SCHEDULE=guided,1000
