Performance results for ./matrix/3.mtx | threads=32 | chunksize=1
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
49,302,457,413 | 812,800,844 | 350,011,571 | 54,754,572
49,302,626,362 | 1,050,560,248 | 493,059,421 | 108,045,236
49,302,623,547 | 1,048,410,913 | 488,673,501 | 121,902,576
49,302,559,912 | 812,346,738 | 349,821,969 | 86,845,345
49,302,601,210 | 1,019,299,769 | 491,210,246 | 166,789,061
49,302,583,317 | 812,143,603 | 349,937,470 | 78,653,456
49,302,697,480 | 813,585,958 | 349,675,943 | 88,188,875
49,302,612,907 | 811,327,715 | 350,123,865 | 84,092,488
49,302,659,152 | 812,890,865 | 349,693,410 | 96,061,641
49,303,623,629 | 809,219,611 | 352,241,777 | 91,120,551
