Performance results for ./matrix/3.mtx | threads=1 | chunksize=1
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
49,292,992,310 | 1,086,158,885 | 476,647,373 | 226,773,340
49,293,002,353 | 1,084,825,854 | 479,121,546 | 321,425,322
49,293,002,656 | 1,080,862,111 | 482,162,705 | 329,928,821
49,292,998,421 | 1,038,808,951 | 481,827,131 | 335,292,933
49,292,983,522 | 796,509,020 | 341,368,546 | 178,165,566
49,293,004,238 | 1,086,199,306 | 479,523,357 | 321,552,711
49,293,003,586 | 1,083,442,786 | 478,863,264 | 325,112,553
49,293,002,105 | 1,077,543,262 | 490,543,523 | 326,462,148
49,293,001,789 | 1,083,283,147 | 479,235,964 | 322,773,415
49,293,001,645 | 1,084,555,126 | 479,420,345 | 234,360,868
