Performance results for ./matrix/2.mtx | threads=8 | chunksize=100
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
2,808,305,509 | 36,416,308 | 686,193 | 218,623
2,808,371,025 | 36,505,761 | 1,105,029 | 197,783
2,809,314,757 | 36,431,331 | 714,782 | 223,379
2,808,626,336 | 36,415,452 | 667,718 | 230,274
2,808,907,786 | 36,298,220 | 849,764 | 116,785
2,807,999,723 | 36,390,100 | 740,717 | 181,943
2,808,002,865 | 36,539,919 | 995,366 | 109,921
2,809,281,098 | 36,250,886 | 947,858 | 186,187
2,809,699,738 | 36,524,771 | 707,631 | 249,156
2,808,739,738 | 36,548,514 | 813,616 | 245,324
