Performance results for ./matrix/3.mtx | threads=8 | chunksize=1
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
49,297,248,931 | 1,095,642,113 | 488,725,180 | 299,567,257
49,295,110,681 | 1,047,476,025 | 483,710,171 | 111,970,160
49,295,115,631 | 1,045,431,643 | 484,038,856 | 78,925,992
49,295,106,277 | 1,043,276,658 | 482,669,177 | 35,440,021
49,295,110,460 | 1,046,361,856 | 484,572,392 | 75,875,293
49,295,129,393 | 1,043,722,555 | 482,762,795 | 69,701,802
49,295,107,935 | 1,041,540,343 | 485,878,789 | 35,365,176
49,295,105,339 | 1,046,274,760 | 484,128,631 | 31,818,873
49,295,102,741 | 808,946,684 | 346,740,518 | 32,608,479
49,295,111,353 | 811,130,499 | 346,224,251 | 31,937,217
