Performance results for ./matrix/3.mtx | threads=32 | chunksize=1000
L1-dcache-loads | L1-dcache-load-misses | LLC-loads | LLC-load-misses
56,150,152,163 | 1,040,278,987 | 473,899,488 | 30,376,589
56,150,078,282 | 1,036,640,799 | 473,174,829 | 26,904,101
56,150,153,974 | 1,037,078,923 | 473,122,383 | 26,861,517
56,150,245,138 | 1,039,559,976 | 473,905,386 | 27,272,278
56,150,193,170 | 1,043,075,127 | 473,393,497 | 26,216,392
56,150,967,167 | 1,040,102,627 | 473,842,070 | 30,678,319
56,151,977,612 | 1,038,161,572 | 473,411,650 | 27,043,203
56,150,215,364 | 1,039,106,865 | 473,135,936 | 26,544,652
56,150,083,178 | 1,038,731,992 | 473,315,221 | 26,373,924
56,150,233,047 | 973,944,319 | 464,181,594 | 24,735,639
