Performance results for ./matrix/3.mtx
run | L1-loads | L1-misses | LLC-loads | LLC-misses
49,254,583,813 | 1,033,744,294 | 477,506,839 | 37,093,966
49,254,583,802 | 1,029,379,747 | 477,430,127 | 36,300,516
49,254,583,800 | 1,083,036,271 | 473,334,650 | 34,145,816
49,254,583,804 | 1,085,414,963 | 473,538,549 | 34,280,796
49,254,583,839 | 1,083,191,192 | 473,283,913 | 34,583,511
49,254,583,795 | 1,081,308,130 | 473,422,764 | 34,147,219
49,254,583,825 | 1,029,771,507 | 477,292,903 | 37,327,130
49,254,583,841 | 1,082,288,117 | 473,271,710 | 34,036,534
49,254,583,810 | 1,030,517,625 | 477,297,943 | 37,148,372
49,254,583,828 | 1,082,458,207 | 473,333,941 | 34,343,411
