Performance results for ./matrix/5.mtx
run | L1-loads | L1-misses | LLC-loads | LLC-misses
120,703,218,394 | 452,626,368 | 32,277,334 | 15,703,675
120,703,218,403 | 449,506,300 | 31,954,629 | 15,483,082
120,703,218,388 | 450,598,163 | 31,872,608 | 15,500,803
120,703,218,409 | 441,531,862 | 34,096,951 | 17,136,373
120,703,218,452 | 438,485,434 | 34,382,273 | 17,131,704
120,703,218,277 | 442,116,243 | 32,776,600 | 15,889,670
120,703,218,418 | 433,061,478 | 34,394,944 | 17,148,020
120,703,218,423 | 440,540,470 | 34,011,892 | 17,141,743
120,703,218,402 | 436,248,524 | 34,373,997 | 17,120,188
120,703,218,400 | 450,342,842 | 32,030,826 | 15,469,569
